canonical_smiles,pIC50
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3C#N)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,7.229147988
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3F)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,6.886056648
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,6.638272164
CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,6.27572413
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1C[C@@H]2C[C@H]1CN2C,6.958607315
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)cc(N2CCOCC2)c1,6.568636236
CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1CCN(C)CC1,6.698970004
Cc1ccc(CO)cc1N(C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(C)(=O)=O)c2)ncc1F,6.091514981
Cc1cc(C)c(N(C)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)cc1CO,5.677780705
Cc1cc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,6.657577319
CN(c1cc(CO)ccc1Cl)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,6.318758763
COCc1ccc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)c1,5.48148606
Cc1ccc(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,6.37675071
CN(c1cccc(CO)c1)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,4.853871964
Cc1ccc(CO)cc1N(C)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,6.065501549
Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1,5.508638306
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5
COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,7.187086643
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,4.443697499
COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,4.315154638
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,9.522878745
O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,5
O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,5
CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N,4
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.823908741
CO[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)CO[C@@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@@H]7CCC89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)O[C@@H]3C)[C@@H]2O)O[C@H](CO)[C@H]1O.[Na+],6
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.795880017
CCCCCC(=O)c1c(O)cc(OC)c(Cl)c1O,5.602059991
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,9
CC(C)=CCc1cc(/C=C/C(=O)O)cc(CC=C(C)C)c1O,4.602059991
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],6.301029996
Cc1cc(C)cc(NC(=N)Nc2ccccc2C(F)(F)F)c1,5.397940009
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CCC2)[nH]n1,5
CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,5
Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,5.301029996
O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,5.080921908
Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,5.207608311
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,7.619788758
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,5.677780705
C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,4
CNC(=O)c1n[nH]c2cc(-c3ccccc3Cl)ccc12,5.301029996
CNC(=O)c1n[nH]c2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)ccc12,6.798602876
CNC(=O)c1n[nH]c2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)ccc12,7.283996656
Cc1cncc(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)n1,6.109578981
Cc1cccc(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)n1,6.640164518
CNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.795880017
CNC(=O)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.48148606
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)c1=O,7.468521083
O=C(NCC1CC1)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.229147988
CCNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.346787486
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCCO)n[nH]c4c3)c(Cl)c2)c1=O,7.180456064
COCCNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,7.148741651
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)N5CCCC5)n[nH]c4c3)c(Cl)c2)c1=O,5
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)N5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,5
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,6.128427064
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,6.844663963
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,7.37675071
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,7.657577319
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)Nc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,7.795880017
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,8.008773924
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCCc5ccncc5)n[nH]c4c3)c(Cl)c2)c1=O,7.677780705
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCc5ccccc5)n[nH]c4c3)c(Cl)c2)c1=O,7.036212173
CN(C)c1ccc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc1,5.238824187
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)N2,4.301029996
COc1cc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc(OC)c1OC,4.61780279
COc1ccc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc1OC,4.651111277
COc1ccc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc1,5.027797162
Cc1cc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc(C)c1O,4.915423722
COc1cc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)ccc1O,4.967381239
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(O)c(O)c1)C(=O)N2,5.498940738
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(O)cc1)C(=O)N2,5.467245621
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1cnc3ccccn13)C(=O)N2,5.131943638
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccc3[nH]ncc3c1)C(=O)N2,4.937042166
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1c[nH]c3ccccc13)C(=O)N2,5.238824187
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccc3ccccc3c1)C(=O)N2,4.522878745
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccc(F)c(Cl)c1)C(=O)N2,5.106238238
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccc(O)cc1)C(=O)N2,4.880414225
O=C(CCN1CCCCC1)Nc1ccc2c(c1)/C(=C\c1ccco1)C(=O)N2,5.019542108
O=C1Nc2ccc(NC(=O)N3CCOCC3)cc2/C1=C\c1ccc2[nH]ncc2c1,4.595337299
O=C1Nc2ccc(NC(=O)N3CCOCC3)cc2/C1=C\c1ccc(O)cc1,4.522878745
COc1ccc(/C=C2/C(=O)Nc3ccc(NC(=O)N4CCOCC4)cc32)cc1,4.522878745
CN(C)c1ccc(/C=C2/C(=O)Nc3ccc(NC(=O)N4CCOCC4)cc32)cc1,4.522878745
O=C1Nc2ccc(NC(=O)N3CCOCC3)cc2/C1=C\c1ccc(F)c(Cl)c1,4.635636645
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(F)c(Cl)c1)C(=O)N2,5.612610174
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1n[nH]c3ccccc13)C(=O)N2,6.657577319
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1c[nH]c3ccccc13)C(=O)N2,6.080921908
O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc3[nH]ncc3c1)C(=O)N2,5.361510743
Cc1ccc(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,4.403952992
Cc1ccccc1C(=O)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.478731124
Cc1cc(C)c(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)c(C)c1,4.507379278
O=C(c1ccc(F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.106793247
O=C(c1ccc(Cl)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.025028006
O=C(c1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.164943898
O=C(c1ccc(Br)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.534468443
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.301029996
O=C(c1cccc(C(F)(F)F)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.301029996
O=C(c1cccc(Cl)c1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.169411331
Cc1ccc(NC(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,4.758453519
Cc1cccc(C)c1NC(=O)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.202732459
