,Smiles,MW,LogP,NumHDonors,NumHAcceptors,pIC50
120,NC(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,448.9140000000002,3.334200000000002,3.0,6.0,6.200659450546418
121,O=C(c1cccc(Cl)c1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,405.88900000000024,4.235300000000001,2.0,5.0,5.698970004336019
122,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2C#N)CC1,443.94200000000023,4.230160000000002,1.0,7.0,6.107905397309519
123,CN1CCN(C2=Nc3cc(F)ccc3N(C)c3ccc(Cl)cc32)CC1,358.8480000000001,3.8861000000000034,0.0,4.0,6.0
124,CCN1c2ccc(F)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,372.87500000000006,4.276200000000004,0.0,4.0,6.490797477668897
125,CN1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1,328.3660000000001,3.347500000000001,1.0,4.0,4.920818753952375
126,CN1CCc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,401.89700000000016,5.102200000000004,1.0,3.0,8.346787486224656
127,CN1Cc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,387.8700000000001,5.059700000000004,1.0,3.0,7.481486060122112
128,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3ccc(COc4ccccc4)cc3Cl)c2c1,472.9320000000002,5.435400000000004,1.0,6.0,7.366531544420414
129,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(CC3COC4(CNC4)OC3)c2n1,519.0050000000003,3.4865200000000005,2.0,9.0,7.136677139879544
130,CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,542.6810000000004,3.863420000000003,2.0,9.0,6.275724130399211
131,COCc1ccc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)c1,515.6110000000003,3.8221200000000026,1.0,9.0,6.723538195826756
132,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,492.9670000000003,3.22422,2.0,9.0,7.161150909262744
133,O=C(c1ccc(CO)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,435.91500000000025,3.7276000000000016,3.0,6.0,8.119186407719209
134,N#Cc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,430.8990000000002,4.106980000000003,2.0,6.0,7.638272163982407
135,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,529.5880000000004,5.2816000000000045,1.0,7.0,5.080921907623926
136,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,558.1110000000002,5.7507000000000055,1.0,9.0,8.55284196865778
137,Cc1cc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,515.6110000000003,3.4764400000000024,2.0,9.0,6.657577319177793
138,CN(c1cc(CO)ccc1Cl)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,522.0020000000004,3.5130000000000026,2.0,9.0,6.318758762624412
139,CC(C)=CCc1cc(/C=C/C(=O)O)cc(CC=C(C)C)c1O,300.398,4.507400000000005,2.0,2.0,4.6020599913279625
140,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],363.39700000000016,1.3441199999999995,0.0,6.0,6.301029995663981
141,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,490.0110000000003,4.4365200000000025,2.0,8.0,6.467245621007502
142,COCc1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,449.94200000000023,4.381700000000003,2.0,6.0,7.6777807052660805
143,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,425.52100000000013,4.397200000000002,3.0,7.0,6.292429823902063
144,COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1,442.4750000000001,3.539100000000002,0.0,8.0,7.187086643357144
145,Clc1ccccc1-c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,377.8790000000002,4.671300000000003,2.0,4.0,6.337242168318426
146,O=C(c1ccc(Br)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,401.26800000000014,2.8321000000000005,2.0,5.0,4.534468443026451
147,O=C(Nc1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,371.8320000000001,3.114700000000001,3.0,5.0,5.280668713016273
148,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,405.3840000000001,3.480100000000001,3.0,5.0,4.80271944187438
149,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,406.2770000000001,3.7681000000000013,3.0,5.0,4.964570261815451
150,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,558.1110000000002,5.7507000000000055,1.0,9.0,7.853871964321762
151,CCOC(=O)c1cccc(-c2nc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)ncc2Cl)c1,481.98400000000026,4.477700000000004,1.0,8.0,5.5718652059712115
